AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP,FU,ATTR,ARRAY_1,ARRAY_2,ARRAY_3,ARRAY_4,ARRAY_5,LOOP_1,LOOP_2,LOOP_3,LOOP_4,LOOP_5,Attr
27246,7,24984,1608,608,14,44347,20115,7,7,7.00,32,0,12.8431ns,-,-,-,-,31,-,-,100,Cyber,array=REG,array=LOGIC,array=REG,array=EXPAND+array_index=const,array=REG,unroll_times=0,unroll_times=0,unroll_times=2,folding=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=all;100
16224,11,14171,1140,879,0,26853,11577,11,11,11.00,34,-,12.3081ns,-,-,-,-,56,-,-,-50,Cyber,array=REG,array=REG,array=LOGIC,array=REG,array=RAM,unroll_times=0,folding=0,unroll_times=2,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=0;-50
13329,11,9599,1278,2362,0,25047,10437,12,12,12.00,90,-,14.0045ns,-,-,-,-,50,-,-,-100,Cyber,array=LOGIC,array=EXPAND+array_index=const,array=REG,array=REG,array=RAM,unroll_times=0,folding=0,folding=1,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
11536,8,8315,2016,1148,14,19456,8373,8,8,8.00,43,0,12.8186ns,-,-,-,-,36,-,-,-100,Cyber,array=REG,array=LOGIC,array=LOGIC,array=REG,array=REG,unroll_times=0,folding=0,unroll_times=0,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
15275,19,10703,1692,2690,0,29852,12456,20,20,20.00,190,-,13.5896ns,-,-,-,-,55,-,-,-50,Cyber,array=RAM,array=RAM,array=EXPAND+array_index=const,array=LOGIC,array=RAM,unroll_times=all,folding=1,unroll_times=0,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;-50
16818,20,13110,1932,1668,0,30424,13010,22,22,22.00,108,-,12.116ns,-,-,-,-,52,-,-,0,Cyber,array=RAM,array=RAM,array=RAM,array=RAM,array=RAM,folding=1,folding=1,folding=0,unroll_times=4,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=4;LOOP_5=unroll_times=all;0
20325,11,13899,2748,3582,14,38216,15507,11,11,11.00,82,-,14.5761ns,-,-,-,-,47,-,-,-100,Cyber,array=REG,array=EXPAND+array_index=const,array=RAM,array=EXPAND+array_index=const,array=REG,unroll_times=0,unroll_times=0,folding=1,folding=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=RAM;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=unroll_times=all;-100
20866,10,7468,2538,10562,0,50242,17400,10,10,10.00,298,0,15.5982ns,-,-,-,-,44,-,-,-100,Cyber,array=REG,array=LOGIC,array=REG,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=0,unroll_times=0,unroll_times=2,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
17071,17,10025,1524,5181,0,37261,14467,18,18,18.00,341,-,11.3486ns,-,-,-,-,61,-,-,-100,Cyber,array=EXPAND+array_index=const,array=RAM,array=REG,array=EXPAND+array_index=const,array=RAM,unroll_times=0,folding=1,folding=0,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;-100
18039,19,10524,1530,5601,0,40370,15819,20,20,20.00,384,-,15.657ns,-,-,-,-,55,-,-,-50,Cyber,array=RAM,array=RAM,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=RAM,unroll_times=all,folding=1,folding=0,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;-50
18552,19,8713,2280,7157,0,42878,15756,19,19,19.00,402,0,11.7486ns,-,-,-,-,66,-,-,-100,Cyber,array=LOGIC,array=LOGIC,array=REG,array=EXPAND+array_index=const,array=EXPAND+array_index=const,folding=1,unroll_times=4,unroll_times=0,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=4;LOOP_3=unroll_times=0;LOOP_4=unroll_times=0;LOOP_5=folding=1;-100
23374,14,20514,1314,1425,0,40175,17281,16,16,16.00,121,-,12.5113ns,-,-,-,-,45,-,-,0,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,array=RAM,folding=0,folding=1,unroll_times=2,unroll_times=4,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=unroll_times=2;LOOP_4=unroll_times=4;LOOP_5=folding=1;0
18431,19,13304,1764,3196,0,35467,14403,20,20,20.00,167,-,13.8404ns,-,-,-,-,58,-,-,-100,Cyber,array=EXPAND+array_index=const,array=RAM,array=REG,array=LOGIC,array=RAM,unroll_times=0,folding=1,folding=0,unroll_times=2,unroll_times=all,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=2;LOOP_5=unroll_times=all;-100
27570,19,25379,1566,555,0,45628,20641,20,20,20.00,70,-,11.048ns,-,-,-,-,58,-,-,100,Cyber,array=RAM,array=LOGIC,array=REG,array=RAM,array=RAM,unroll_times=0,folding=1,folding=0,unroll_times=2,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=2;LOOP_5=unroll_times=all;100
14601,19,10508,1824,2163,0,27502,11549,20,20,20.00,106,-,13.2974ns,-,-,-,-,41,-,-,0,Cyber,array=REG,array=RAM,array=REG,array=LOGIC,array=RAM,unroll_times=all,unroll_times=all,folding=1,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;0
39588,7,28994,1830,8483,0,79948,32244,7,7,7.00,281,0,21.5998ns,-,-,-,-,29,-,-,0,Cyber,array=RAM,array=RAM,array=REG,array=LOGIC,array=EXPAND+array_index=const,unroll_times=0,folding=1,folding=0,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;0
15232,12,9752,2802,2623,0,28357,11676,12,12,12.00,55,0,15.9697ns,-,-,-,-,25,-,-,-100,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=LOGIC,array=REG,unroll_times=all,unroll_times=all,unroll_times=2,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
14418,13,9576,1266,3434,0,28843,11496,14,14,14.00,142,-,11.3486ns,-,-,-,-,52,-,-,-100,Cyber,array=REG,array=EXPAND+array_index=const,array=RAM,array=REG,array=RAM,unroll_times=0,folding=0,unroll_times=2,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=folding=1;-100
15180,12,9535,1254,4252,0,31144,12244,12,12,12.00,139,-,13.692ns,-,-,-,-,64,-,-,-100,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=LOGIC,array=REG,array=RAM,folding=0,folding=0,unroll_times=0,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
26620,9,24333,1644,593,14,44216,19824,9,9,9.00,36,-,12.6938ns,-,-,-,-,48,-,-,100,Cyber,array=REG,array=RAM,array=RAM,array=LOGIC,array=REG,folding=1,folding=1,unroll_times=0,folding=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=LOGIC;ARRAY_5=array=REG;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=unroll_times=all;100
17361,21,13382,2208,1658,0,30424,13019,23,23,23.00,113,-,10.8095ns,-,-,-,-,57,-,-,-100,Cyber,array=RAM,array=RAM,array=REG,array=LOGIC,array=RAM,folding=1,folding=1,unroll_times=2,unroll_times=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=unroll_times=2;LOOP_4=unroll_times=0;LOOP_5=unroll_times=all;-100
10958,11,8894,1236,786,0,19016,8248,11,11,11.00,42,-,11.6721ns,-,-,-,-,56,-,-,-100,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=REG,array=RAM,unroll_times=0,folding=0,unroll_times=0,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
16392,16,9798,1326,4987,0,34582,13366,17,17,17.00,281,-,12.8513ns,-,-,-,-,46,-,-,-100,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=REG,array=LOGIC,array=RAM,unroll_times=0,unroll_times=4,unroll_times=2,folding=1,unroll_times=2,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=4;LOOP_3=unroll_times=2;LOOP_4=folding=1;LOOP_5=unroll_times=2;-100
11215,6,8309,1824,1052,0,18862,8149,6,6,6.00,30,0,12.8186ns,-,-,-,-,26,-,-,-100,Cyber,array=REG,array=LOGIC,array=LOGIC,array=REG,array=REG,unroll_times=all,folding=0,unroll_times=0,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
11829,16,9352,1476,925,0,20281,8749,17,17,17.00,76,-,12.5695ns,-,-,-,-,60,-,-,-50,Cyber,array=RAM,array=LOGIC,array=REG,array=LOGIC,array=RAM,folding=0,folding=1,folding=0,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;-50
26011,11,23755,1446,759,0,42631,18783,12,12,12.00,51,-,12.9881ns,-,-,-,-,32,-,-,100,Cyber,array=RAM,array=REG,array=REG,array=LOGIC,array=RAM,unroll_times=0,folding=1,folding=1,folding=1,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=1;LOOP_5=unroll_times=4;100
12117,14,8860,2022,1157,14,20727,8906,14,14,14.00,64,-,11.3702ns,-,-,-,-,53,-,-,-100,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=LOGIC,array=REG,unroll_times=0,folding=0,unroll_times=4,folding=1,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=4;LOOP_4=folding=1;LOOP_5=unroll_times=2;-100
13311,11,9599,1302,2301,0,25180,10613,13,13,13.00,109,-,12.9345ns,-,-,-,-,51,-,-,-100,Cyber,array=LOGIC,array=EXPAND+array_index=const,array=REG,array=REG,array=RAM,unroll_times=0,folding=1,folding=1,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
18744,13,14548,1314,2724,0,34561,14306,14,14,14.00,158,-,12.3401ns,-,-,-,-,66,-,-,0,Cyber,array=REG,array=EXPAND+array_index=const,array=LOGIC,array=LOGIC,array=RAM,unroll_times=0,folding=1,unroll_times=2,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=0;0
19040,12,16095,1176,1647,0,33817,14573,14,14,14.00,122,-,19.7591ns,-,-,-,-,30,-,-,-50,Cyber,array=RAM,array=EXPAND+array_index=const,array=LOGIC,array=REG,array=RAM,unroll_times=all,folding=1,folding=1,unroll_times=2,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=unroll_times=2;LOOP_5=unroll_times=2;-50
14967,11,9576,1506,3749,0,30049,11978,11,11,11.00,136,-,14.447ns,-,-,-,-,48,-,-,-100,Cyber,array=REG,array=EXPAND+array_index=const,array=RAM,array=REG,array=RAM,unroll_times=0,folding=0,unroll_times=2,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
14229,19,10163,1824,2131,0,26620,11188,20,20,20.00,111,-,13.2924ns,-,-,-,-,41,-,-,0,Cyber,array=RAM,array=LOGIC,array=REG,array=LOGIC,array=RAM,unroll_times=all,unroll_times=all,folding=1,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;0
30435,19,27442,1488,1380,0,50440,22521,20,20,20.00,125,-,11.6714ns,-,-,-,-,58,-,-,100,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=LOGIC,array=REG,array=RAM,folding=0,folding=1,unroll_times=all,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=unroll_times=all;LOOP_4=folding=0;LOOP_5=unroll_times=2;100
32718,4,26241,1608,4756,0,62011,26083,4,4,4.00,113,0,17.5987ns,-,-,-,-,14,-,-,0,Cyber,array=RAM,array=EXPAND+array_index=const,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,unroll_times=all,unroll_times=all,unroll_times=2,folding=1,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=unroll_times=2;LOOP_4=folding=1;LOOP_5=unroll_times=2;0
24445,17,15695,2226,6150,0,51374,20404,18,18,18.00,374,-,15.6013ns,-,-,-,-,56,-,-,0,Cyber,array=RAM,array=RAM,array=EXPAND+array_index=const,array=RAM,array=RAM,unroll_times=0,folding=1,unroll_times=0,unroll_times=4,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=unroll_times=4;LOOP_5=unroll_times=4;0
22732,6,16765,2118,3719,14,42717,17729,6,6,6.00,116,0,20.6781ns,-,-,-,-,23,-,-,0,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=REG,array=EXPAND+array_index=const,array=REG,unroll_times=0,folding=0,unroll_times=2,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=2;0
15558,12,9229,2622,3576,14,30534,12204,12,12,12.00,117,0,15.1814ns,-,-,-,-,40,-,-,-100,Cyber,array=REG,array=LOGIC,array=REG,array=EXPAND+array_index=const,array=REG,unroll_times=0,unroll_times=0,unroll_times=2,unroll_times=4,unroll_times=2,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=2;LOOP_4=unroll_times=4;LOOP_5=unroll_times=2;-100
21012,14,13890,2574,4396,14,40984,16286,14,14,14.00,138,0,18.6334ns,-,-,-,-,73,-,-,-100,Cyber,array=REG,array=LOGIC,array=REG,array=EXPAND+array_index=const,array=REG,unroll_times=0,folding=0,unroll_times=all,folding=1,unroll_times=2,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=all;LOOP_4=folding=1;LOOP_5=unroll_times=2;-100
24056,7,19415,1902,2659,14,44089,18955,7,7,7.00,66,-,13.6149ns,-,-,-,-,31,-,-,-50,Cyber,array=RAM,array=LOGIC,array=RAM,array=EXPAND+array_index=const,array=REG,unroll_times=0,folding=0,folding=0,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=2;-50
16764,11,14516,1302,912,0,28097,12084,11,11,11.00,34,-,12.7372ns,-,-,-,-,56,-,-,-50,Cyber,array=REG,array=REG,array=LOGIC,array=RAM,array=RAM,unroll_times=0,folding=0,unroll_times=2,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=0;-50
16232,11,11238,1542,3304,0,32421,13462,11,11,11.00,148,-,12.9002ns,-,-,-,-,48,-,-,-50,Cyber,array=LOGIC,array=EXPAND+array_index=const,array=RAM,array=EXPAND+array_index=const,array=RAM,folding=0,folding=0,unroll_times=2,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=RAM;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=2;-50
22261,23,13770,1692,6406,0,47212,18228,23,23,23.00,393,-,15.3466ns,-,-,-,-,49,-,-,-100,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=REG,array=LOGIC,array=RAM,unroll_times=0,unroll_times=4,unroll_times=all,unroll_times=4,unroll_times=2,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=4;LOOP_3=unroll_times=all;LOOP_4=unroll_times=4;LOOP_5=unroll_times=2;-100
17186,10,14189,1890,1030,0,29323,12569,12,12,12.00,77,-,20.4722ns,-,-,-,-,28,-,-,0,Cyber,array=RAM,array=RAM,array=RAM,array=RAM,array=RAM,folding=1,folding=1,folding=1,unroll_times=4,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=unroll_times=4;LOOP_5=unroll_times=4;0
11643,16,8866,1602,1079,0,20271,8663,18,18,18.00,96,-,11.3486ns,-,-,-,-,51,-,-,-100,Cyber,array=REG,array=REG,array=RAM,array=REG,array=RAM,folding=1,folding=1,unroll_times=4,unroll_times=4,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=unroll_times=4;LOOP_4=unroll_times=4;LOOP_5=folding=0;-100
18257,19,10051,1812,6014,0,41468,15872,20,20,20.00,380,-,14.937ns,-,-,-,-,53,-,-,-100,Cyber,array=EXPAND+array_index=const,array=RAM,array=REG,array=EXPAND+array_index=const,array=RAM,unroll_times=0,folding=1,unroll_times=4,unroll_times=2,unroll_times=4,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=unroll_times=4;LOOP_4=unroll_times=2;LOOP_5=unroll_times=4;-100
17226,14,9711,1794,5460,0,37786,14708,14,14,14.00,261,-,15.7675ns,-,-,-,-,57,-,-,-100,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=RAM,unroll_times=0,unroll_times=0,unroll_times=2,unroll_times=2,unroll_times=2,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=2;LOOP_4=unroll_times=2;LOOP_5=unroll_times=2;-100
17325,12,13949,2034,1257,14,29848,12706,13,13,13.00,71,-,11.7588ns,-,-,-,-,43,-,-,-50,Cyber,array=RAM,array=RAM,array=RAM,array=RAM,array=REG,folding=1,unroll_times=4,unroll_times=4,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=1;LOOP_2=unroll_times=4;LOOP_3=unroll_times=4;LOOP_4=folding=1;LOOP_5=folding=0;-50
