AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP,FU,ATTR,ARRAY_1,ARRAY_2,ARRAY_3,ARRAY_4,ARRAY_5,LOOP_1,LOOP_2,LOOP_3,LOOP_4,LOOP_5,Attr
451,14,358,197,64,14,1537,912,14,14,14.00,15,-,25.855ns,-,-,-,-,51,376,27,100,Cyber,array=REG,array=REG,array=RAM,array=RAM,array=RAM,unroll_times=all,unroll_times=2,folding=0,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=0;100
2102,10,739,382,1305,10,7879,2420,10,10,10.00,48,0,32.955ns,-,-,-,-,28,128,22,0,Cyber,array=LOGIC,array=EXPAND+array_index=const,array=REG,array=REG,array=REG,folding=0,folding=1,folding=0,unroll_times=all,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=all;LOOP_5=folding=1;0
554,16,206,314,298,16,2035,762,16,16,16.00,34,0,26.745ns,-,-,-,-,41,128,10,-100,Cyber,array=LOGIC,array=LOGIC,array=LOGIC,array=REG,array=REG,unroll_times=all,folding=1,unroll_times=4,unroll_times=0,folding=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=4;LOOP_4=unroll_times=0;LOOP_5=folding=0;-100
1646,9,951,224,610,9,4971,1895,11,11,11.00,76,-,33.02ns,-,-,-,-,50,128,23,50,Cyber,array=REG,array=EXPAND+array_index=const,array=EXPAND+array_index=const,array=LOGIC,array=RAM,folding=1,folding=1,unroll_times=0,unroll_times=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=unroll_times=0;LOOP_5=unroll_times=0;50
1526,11,441,418,991,11,6047,1850,12,12,12.00,83,-,28.1ns,-,-,-,-,53,496,10,-100,Cyber,array=RAM,array=RAM,array=EXPAND+array_index=const,array=RAM,array=REG,folding=1,folding=1,folding=0,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=2;-100
1867,9,484,208,1265,9,7045,2014,11,11,11.00,109,-,30.315ns,-,-,-,-,47,128,23,0,Cyber,array=REG,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,array=RAM,folding=0,folding=1,folding=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;0
556,13,252,331,262,13,2344,899,13,13,13.00,29,-,30.835ns,-,-,-,-,45,496,10,0,Cyber,array=RAM,array=RAM,array=LOGIC,array=RAM,array=REG,folding=0,unroll_times=2,folding=0,folding=0,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=unroll_times=2;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=4;0
533,8,329,212,184,8,1898,977,8,8,8.00,12,-,27.3783ns,-,-,-,-,35,376,26,50,Cyber,array=REG,array=RAM,array=LOGIC,array=RAM,array=REG,folding=0,unroll_times=2,unroll_times=2,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=unroll_times=2;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=folding=0;50
410,16,210,268,146,16,1595,753,17,17,17.00,38,-,26.64ns,-,-,-,-,61,368,16,-50,Cyber,array=RAM,array=RAM,array=LOGIC,array=REG,array=RAM,unroll_times=all,unroll_times=2,folding=1,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=unroll_times=0;-50
437,7,253,253,148,7,1796,834,8,8,8.00,29,-,29.34ns,-,-,-,-,33,496,17,0,Cyber,array=RAM,array=RAM,array=LOGIC,array=RAM,array=REG,unroll_times=0,folding=1,folding=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;0
488,13,210,260,248,13,1892,801,13,13,13.00,17,-,28.08ns,-,-,-,-,36,248,17,-50,Cyber,array=RAM,array=REG,array=REG,array=REG,array=RAM,unroll_times=all,folding=0,unroll_times=2,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=unroll_times=2;LOOP_4=folding=0;LOOP_5=unroll_times=2;-50
628,16,173,350,399,16,2654,901,17,17,17.00,40,-,30.745ns,-,-,-,-,47,376,10,-100,Cyber,array=RAM,array=REG,array=LOGIC,array=RAM,array=RAM,unroll_times=all,unroll_times=2,unroll_times=0,folding=1,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=unroll_times=0;LOOP_4=folding=1;LOOP_5=unroll_times=2;-100
4412,6,1133,365,3164,6,17670,3888,6,6,6.00,109,0,38.46ns,-,-,-,-,27,0,16,-50,Cyber,array=LOGIC,array=REG,array=LOGIC,array=RAM,array=EXPAND+array_index=const,unroll_times=0,unroll_times=2,folding=0,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=unroll_times=2;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=0;-50
1056,12,735,279,273,12,3166,1477,13,13,13.00,36,-,28.19ns,-,-,-,-,66,368,22,50,Cyber,array=RAM,array=RAM,array=LOGIC,array=RAM,array=REG,folding=1,folding=1,unroll_times=0,folding=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=unroll_times=all;50
612,16,323,268,235,16,2452,1139,17,17,17.00,38,-,25.855ns,-,-,-,-,50,496,26,50,Cyber,array=RAM,array=RAM,array=LOGIC,array=RAM,array=REG,unroll_times=all,unroll_times=4,unroll_times=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=4;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=folding=1;50
498,8,296,200,165,8,1812,955,9,9,9.00,29,-,26.4909ns,-,-,-,-,37,488,25,50,Cyber,array=RAM,array=RAM,array=RAM,array=LOGIC,array=REG,folding=0,folding=1,folding=0,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=LOGIC;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=2;50
499,8,249,245,215,8,1896,853,9,9,9.00,27,-,26.07ns,-,-,-,-,38,376,18,0,Cyber,array=REG,array=REG,array=RAM,array=RAM,array=RAM,folding=0,folding=1,folding=1,folding=1,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=1;LOOP_5=unroll_times=0;0
766,8,251,275,476,8,3116,1161,9,9,9.00,31,-,26.745ns,-,-,-,-,22,256,18,-50,Cyber,array=LOGIC,array=REG,array=LOGIC,array=RAM,array=REG,unroll_times=0,folding=1,unroll_times=4,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=unroll_times=4;LOOP_4=folding=1;LOOP_5=folding=1;-50
498,7,253,199,211,7,1984,945,8,8,8.00,27,-,25.855ns,-,-,-,-,33,496,25,0,Cyber,array=LOGIC,array=RAM,array=RAM,array=RAM,array=REG,folding=0,folding=1,folding=1,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=folding=1;0
464,9,257,205,149,9,1715,865,11,11,11.00,49,-,25.855ns,-,-,-,-,50,376,25,50,Cyber,array=LOGIC,array=REG,array=RAM,array=RAM,array=RAM,folding=1,folding=0,folding=0,folding=1,unroll_times=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=unroll_times=0;50
4741,7,1362,373,3266,7,18252,4277,7,7,7.00,106,0,36.67ns,-,-,-,-,24,0,16,-50,Cyber,array=EXPAND+array_index=const,array=RAM,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,folding=0,unroll_times=2,folding=1,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=unroll_times=2;LOOP_3=folding=1;LOOP_4=folding=1;LOOP_5=folding=1;-50
1213,9,805,215,373,9,3616,1595,9,9,9.00,26,-,25.855ns,-,-,-,-,36,248,24,50,Cyber,array=RAM,array=EXPAND+array_index=const,array=LOGIC,array=REG,array=REG,unroll_times=0,unroll_times=2,folding=1,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=2;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=folding=1;50
580,7,216,260,345,7,2346,1004,7,7,7.00,12,-,26.75ns,-,-,-,-,32,256,17,-50,Cyber,array=REG,array=REG,array=LOGIC,array=RAM,array=REG,folding=0,folding=1,folding=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;-50
490,12,259,218,189,12,2087,977,13,13,13.00,30,-,25.855ns,-,-,-,-,61,616,25,50,Cyber,array=RAM,array=RAM,array=RAM,array=RAM,array=REG,folding=0,unroll_times=0,folding=0,unroll_times=2,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=folding=0;LOOP_2=unroll_times=0;LOOP_3=folding=0;LOOP_4=unroll_times=2;LOOP_5=folding=1;50
611,14,171,317,387,14,2556,848,15,15,15.00,39,-,29.855ns,-,-,-,-,50,376,10,-100,Cyber,array=REG,array=RAM,array=LOGIC,array=RAM,array=RAM,unroll_times=all,folding=1,unroll_times=0,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=folding=1;LOOP_5=folding=0;-100
462,7,253,204,156,7,1712,852,9,9,9.00,46,-,25.855ns,-,-,-,-,34,368,25,50,Cyber,array=RAM,array=RAM,array=REG,array=REG,array=RAM,folding=1,folding=1,unroll_times=0,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=folding=1;LOOP_5=folding=1;50
1472,12,599,498,809,12,5503,1909,14,14,14.00,52,-,30.165ns,-,-,-,-,25,128,23,0,Cyber,array=LOGIC,array=REG,array=REG,array=REG,array=RAM,folding=1,folding=1,folding=1,unroll_times=all,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=unroll_times=all;LOOP_5=folding=1;0
423,10,249,200,129,10,1597,826,11,11,11.00,35,-,26.64ns,-,-,-,-,32,248,24,50,Cyber,array=RAM,array=REG,array=LOGIC,array=REG,array=REG,unroll_times=all,folding=1,folding=1,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=0;LOOP_5=unroll_times=0;50
437,12,286,187,107,12,1618,873,13,13,13.00,32,-,25.855ns,-,-,-,-,48,496,25,100,Cyber,array=RAM,array=REG,array=RAM,array=RAM,array=REG,unroll_times=all,folding=1,folding=0,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=0;100
455,7,253,202,165,7,1744,878,8,8,8.00,30,-,25.855ns,-,-,-,-,33,376,25,50,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=RAM,array=REG,unroll_times=0,folding=1,folding=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;50
3960,5,2059,324,1835,5,12183,4002,5,5,5.00,61,0,40.05ns,-,-,-,-,23,0,22,50,Cyber,array=REG,array=REG,array=LOGIC,array=RAM,array=EXPAND+array_index=const,unroll_times=0,folding=1,folding=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;50
486,10,292,212,171,10,1870,940,10,10,10.00,13,-,25.855ns,-,-,-,-,51,496,25,50,Cyber,array=RAM,array=RAM,array=LOGIC,array=RAM,array=REG,unroll_times=0,unroll_times=2,folding=0,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=2;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=0;50
453,13,210,261,204,13,1884,830,13,13,13.00,26,-,27.535ns,-,-,-,-,50,496,16,0,Cyber,array=RAM,array=RAM,array=LOGIC,array=RAM,array=REG,unroll_times=all,unroll_times=2,folding=0,folding=0,unroll_times=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=0;0
469,7,290,222,126,7,1604,837,9,9,9.00,46,-,28.77ns,-,-,-,-,34,248,24,0,Cyber,array=LOGIC,array=RAM,array=REG,array=REG,array=RAM,folding=1,folding=1,folding=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;0
422,6,290,196,116,6,1413,880,6,6,6.00,10,0,28.56ns,-,-,-,-,24,128,25,50,Cyber,array=REG,array=REG,array=LOGIC,array=REG,array=REG,unroll_times=0,folding=1,folding=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;50
2785,5,767,276,1931,5,10962,2542,5,5,5.00,82,0,29.995ns,-,-,-,-,26,0,22,0,Cyber,array=RAM,array=REG,array=RAM,array=RAM,array=EXPAND+array_index=const,unroll_times=all,unroll_times=0,unroll_times=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=folding=1;0
485,14,251,202,181,14,1986,943,15,15,15.00,39,-,25.855ns,-,-,-,-,52,496,25,50,Cyber,array=RAM,array=REG,array=RAM,array=RAM,array=REG,unroll_times=all,unroll_times=2,folding=0,folding=1,unroll_times=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=2;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=unroll_times=0;50
428,10,286,181,115,10,1407,780,10,10,10.00,17,0,25.855ns,-,-,-,-,31,128,25,100,Cyber,array=REG,array=REG,array=LOGIC,array=LOGIC,array=REG,unroll_times=all,folding=0,unroll_times=0,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=unroll_times=0;LOOP_4=unroll_times=0;LOOP_5=folding=1;100
421,7,216,196,186,7,1630,745,7,7,7.00,12,0,25.855ns,-,-,-,-,32,128,24,0,Cyber,array=LOGIC,array=LOGIC,array=LOGIC,array=REG,array=REG,unroll_times=0,folding=1,unroll_times=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=folding=1;0
487,10,247,184,194,10,1803,864,11,11,11.00,36,-,28.81ns,-,-,-,-,28,248,24,0,Cyber,array=RAM,array=REG,array=LOGIC,array=REG,array=REG,unroll_times=all,folding=1,folding=0,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=REG;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=2;0
1469,15,1162,206,255,15,3563,1780,16,16,16.00,37,-,25.855ns,-,-,-,-,53,128,25,100,Cyber,array=LOGIC,array=REG,array=EXPAND+array_index=const,array=REG,array=RAM,unroll_times=all,folding=1,folding=0,folding=0,unroll_times=2,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=REG;ARRAY_3=array=EXPAND+array_index=const;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=unroll_times=2;100
3470,7,752,324,2597,7,14179,3014,7,7,7.00,114,0,30.375ns,-,-,-,-,32,0,22,0,Cyber,array=RAM,array=LOGIC,array=LOGIC,array=LOGIC,array=EXPAND+array_index=const,folding=1,unroll_times=0,unroll_times=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=LOGIC;ARRAY_4=array=LOGIC;ARRAY_5=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=0;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=folding=1;0
431,11,208,297,193,11,1817,727,11,11,11.00,19,-,26.75ns,-,-,-,-,46,496,10,-100,Cyber,array=RAM,array=REG,array=RAM,array=RAM,array=REG,unroll_times=all,unroll_times=0,unroll_times=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;LOOP_3=unroll_times=0;LOOP_4=folding=0;LOOP_5=folding=0;-100
515,9,175,302,291,9,2126,778,10,10,10.00,40,-,28.42ns,-,-,-,-,46,496,10,-100,Cyber,array=RAM,array=RAM,array=LOGIC,array=RAM,array=REG,unroll_times=0,folding=1,folding=0,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=0;-100
445,8,286,205,124,8,1560,750,9,9,9.00,27,-,28.77ns,-,-,-,-,38,256,25,50,Cyber,array=REG,array=REG,array=LOGIC,array=RAM,array=RAM,unroll_times=0,folding=0,folding=0,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=RAM;ARRAY_5=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=folding=0;50
486,7,253,205,180,7,1720,790,9,9,9.00,46,-,28.77ns,-,-,-,-,34,248,24,50,Cyber,array=LOGIC,array=REG,array=RAM,array=REG,array=RAM,folding=1,folding=1,folding=0,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=REG;ARRAY_3=array=RAM;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=folding=0;50
466,7,253,204,162,7,1668,831,9,9,9.00,44,-,25.855ns,-,-,-,-,34,248,25,50,Cyber,array=RAM,array=REG,array=REG,array=REG,array=RAM,folding=1,folding=1,folding=0,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=folding=1;50
1162,7,878,209,204,7,2993,1469,10,10,10.00,73,-,25.855ns,-,-,-,-,35,128,24,100,Cyber,array=REG,array=REG,array=LOGIC,array=EXPAND+array_index=const,array=RAM,folding=1,folding=1,folding=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=LOGIC;ARRAY_4=array=EXPAND+array_index=const;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;100
1469,14,535,491,863,14,5631,1866,16,16,16.00,57,-,28.325ns,-,-,-,-,41,128,24,0,Cyber,array=RAM,array=REG,array=REG,array=REG,array=RAM,folding=1,unroll_times=all,folding=0,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=REG;ARRAY_4=array=REG;ARRAY_5=array=RAM;LOOP_1=folding=1;LOOP_2=unroll_times=all;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=folding=1;0
450,10,245,184,166,10,1837,907,11,11,11.00,29,-,25.855ns,-,-,-,-,32,616,25,50,Cyber,array=RAM,array=RAM,array=RAM,array=RAM,array=REG,unroll_times=all,folding=1,folding=0,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=RAM;ARRAY_5=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=folding=1;LOOP_5=folding=1;50
580,9,212,245,332,9,2415,960,10,10,10.00,27,-,25.855ns,-,-,-,-,39,488,18,-50,Cyber,array=RAM,array=RAM,array=RAM,array=LOGIC,array=RAM,folding=0,folding=0,folding=0,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;ARRAY_4=array=LOGIC;ARRAY_5=array=RAM;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=folding=0;LOOP_5=folding=1;-50
