AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP,FU,ATTR,ARRAY_1,ARRAY_2,ARRAY_3,LOOP_1,LOOP_2,LOOP_3,LOOP_4,FUNC_1,FUNC_2,FUNC_3,FUNC_4,FUNC_5,FUNC_6,FUNC_7,FUNC_8,Attr
9072,18,238,4836,2947,0,16433,7270,18,18,18.00,1051,-,1.76ns,-,-,-,-,27,-,-,-50,Cyber,array=RAM,array=REG,array=RAM,unroll_times=all,folding=1,folding=1,folding=0,func=inline,func=inline,func=inline,func=inline,func=inline,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=inline;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;-50
9372,14,237,5304,1758,0,16083,7381,15,15,15.00,2073,-,1.78ns,-,-,-,-,20,-,-,0,Cyber,array=RAM,array=RAM,array=RAM,folding=0,unroll_times=0,unroll_times=all,folding=1,func=inline,func=goto,func=goto,func=goto,func=inline,func=inline,func=inline,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=all;LOOP_4=folding=1;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=inline;FUNC_8=func=inline;0
12256,14,243,6396,4589,5,22305,9681,14,14,14.00,1023,0,1.62ns,-,-,-,-,17,-,-,-100,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=REG,folding=0,unroll_times=all,unroll_times=all,unroll_times=0,func=inline,func=inline,func=goto,func=goto,func=goto,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;LOOP_1=folding=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=all;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;-100
9500,10,232,6204,2044,0,15299,6790,10,10,10.00,1020,-,1.42ns,-,-,-,-,16,-,-,0,Cyber,array=RAM,array=RAM,array=REG,unroll_times=all,unroll_times=all,folding=1,unroll_times=0,func=inline,func=goto,func=goto,func=goto,func=inline,func=inline,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=goto;0
9897,15,238,6366,2262,0,16157,6995,15,15,15.00,1031,-,1.42ns,-,-,-,-,18,-,-,0,Cyber,array=RAM,array=RAM,array=EXPAND+array_index=const,unroll_times=all,unroll_times=all,folding=0,unroll_times=all,func=inline,func=inline,func=goto,func=goto,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=0;LOOP_4=unroll_times=all;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;0
8097,18,243,4854,1968,0,13897,6274,18,18,18.00,1032,-,1.66ns,-,-,-,-,27,-,-,-100,Cyber,array=REG,array=RAM,array=RAM,unroll_times=0,unroll_times=all,folding=1,unroll_times=0,func=inline,func=inline,func=inline,func=goto,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;-100
8068,11,439,5244,1350,0,12938,5996,11,11,11.00,1035,-,1.29ns,-,-,-,-,20,-,-,50,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=all,folding=1,folding=1,unroll_times=0,func=inline,func=goto,func=goto,func=goto,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;50
7925,11,232,5244,1417,0,12828,5909,11,11,11.00,1032,-,1.76ns,-,-,-,-,20,-,-,-100,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=all,unroll_times=all,folding=1,folding=0,func=inline,func=goto,func=inline,func=goto,func=goto,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=folding=0;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;-100
9030,18,243,4842,2910,0,16258,7240,18,18,18.00,1035,-,1.66ns,-,-,-,-,27,-,-,-50,Cyber,array=REG,array=RAM,array=RAM,unroll_times=0,unroll_times=0,folding=1,folding=0,func=inline,func=inline,func=goto,func=goto,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=folding=1;LOOP_4=folding=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;-50
8112,18,238,4848,1982,0,14008,6299,18,18,18.00,1044,-,1.76ns,-,-,-,-,27,-,-,-100,Cyber,array=LOGIC,array=RAM,array=RAM,unroll_times=all,folding=1,folding=1,unroll_times=0,func=inline,func=inline,func=goto,func=goto,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;-100
9532,18,238,4836,3407,0,17563,7743,18,18,18.00,1051,-,1.76ns,-,-,-,-,27,-,-,0,Cyber,array=REG,array=RAM,array=RAM,unroll_times=all,unroll_times=all,folding=1,unroll_times=0,func=inline,func=inline,func=inline,func=goto,func=goto,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;0
9840,17,238,6204,2349,0,16525,7191,17,17,17.00,1049,-,1.76ns,-,-,-,-,26,-,-,-100,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=all,unroll_times=all,folding=0,folding=0,func=inline,func=inline,func=inline,func=goto,func=goto,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=0;LOOP_4=folding=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;-100
7925,11,232,5244,1417,0,12828,5909,11,11,11.00,1032,-,1.76ns,-,-,-,-,20,-,-,0,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=all,unroll_times=0,folding=1,unroll_times=0,func=inline,func=goto,func=inline,func=goto,func=goto,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;0
7649,18,238,4836,1528,0,12902,5853,18,18,18.00,1047,-,1.76ns,-,-,-,-,27,-,-,-100,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=all,unroll_times=all,folding=1,unroll_times=0,func=inline,func=inline,func=inline,func=goto,func=inline,func=inline,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=goto;-100
9089,18,243,4854,2931,0,16386,7280,19,19,19.00,1061,-,1.66ns,-,-,-,-,25,-,-,-50,Cyber,array=RAM,array=LOGIC,array=RAM,folding=0,unroll_times=all,folding=1,folding=1,func=inline,func=inline,func=inline,func=goto,func=goto,func=inline,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=folding=1;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=goto;-50
7666,18,243,4854,1512,0,12855,5863,19,19,19.00,1057,-,1.66ns,-,-,-,-,25,-,-,-50,Cyber,array=RAM,array=RAM,array=RAM,folding=0,folding=1,folding=1,folding=1,func=inline,func=inline,func=inline,func=inline,func=goto,func=inline,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=1;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=inline;FUNC_5=func=goto;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=goto;-50
7649,18,238,4836,1528,0,12902,5853,18,18,18.00,1047,-,1.76ns,-,-,-,-,27,-,-,0,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=all,unroll_times=all,folding=1,unroll_times=0,func=inline,func=inline,func=goto,func=goto,func=inline,func=inline,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=goto;0
10374,18,243,5610,3477,5,18653,8258,18,18,18.00,1039,-,1.66ns,-,-,-,-,24,-,-,0,Cyber,array=REG,array=RAM,array=REG,folding=0,folding=1,folding=1,folding=1,func=inline,func=inline,func=inline,func=goto,func=goto,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=1;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;0
7622,20,243,4842,1510,0,12787,5831,20,20,20.00,1027,-,1.66ns,-,-,-,-,23,-,-,-100,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=0,folding=1,folding=1,unroll_times=all,func=inline,func=inline,func=goto,func=goto,func=goto,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=unroll_times=all;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;-100
13773,11,518,8166,3888,0,23267,10456,11,11,11.00,1201,-,1.495ns,-,-,-,-,21,-,-,0,Cyber,array=RAM,array=REG,array=RAM,unroll_times=all,unroll_times=all,folding=1,unroll_times=0,func=goto,func=inline,func=inline,func=goto,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=goto;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;0
10528,11,237,5922,3345,5,18385,8201,11,11,11.00,1019,-,1.62ns,-,-,-,-,17,-,-,0,Cyber,array=RAM,array=LOGIC,array=REG,unroll_times=0,folding=1,folding=1,folding=1,func=inline,func=goto,func=inline,func=goto,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=LOGIC;ARRAY_3=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=1;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;0
9486,19,243,4854,3327,0,17419,7660,20,20,20.00,1062,-,1.675ns,-,-,-,-,23,-,-,0,Cyber,array=RAM,array=REG,array=RAM,unroll_times=0,unroll_times=all,unroll_times=all,folding=1,func=inline,func=inline,func=inline,func=goto,func=goto,func=inline,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=all;LOOP_4=folding=1;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=inline;FUNC_7=func=inline;FUNC_8=func=goto;0
9851,11,444,5166,3202,0,17378,7813,12,12,12.00,1039,-,1.29ns,-,-,-,-,18,-,-,100,Cyber,array=LOGIC,array=RAM,array=RAM,folding=0,folding=1,folding=1,folding=1,func=inline,func=goto,func=inline,func=goto,func=goto,func=inline,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=1;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=goto;100
7649,18,238,4836,1528,0,12902,5853,18,18,18.00,1047,-,1.76ns,-,-,-,-,27,-,-,0,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=all,folding=1,folding=1,folding=0,func=inline,func=inline,func=inline,func=goto,func=goto,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=1;LOOP_3=folding=1;LOOP_4=folding=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;0
7634,18,243,4842,1514,0,12791,5828,18,18,18.00,1035,-,1.66ns,-,-,-,-,27,-,-,-50,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=0,unroll_times=all,folding=1,unroll_times=0,func=inline,func=inline,func=inline,func=goto,func=goto,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;LOOP_3=folding=1;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;-50
9198,13,229,5580,2357,0,15502,6907,13,13,13.00,1032,-,1.775ns,-,-,-,-,13,-,-,-100,Cyber,array=LOGIC,array=LOGIC,array=RAM,unroll_times=all,folding=0,unroll_times=all,unroll_times=all,func=inline,func=goto,func=goto,func=inline,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=LOGIC;ARRAY_3=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=all;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=goto;FUNC_4=func=inline;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;-100
17393,9,311,10098,5797,0,29802,12878,9,9,9.00,1187,0,1.495ns,-,-,-,-,16,-,-,-100,Cyber,array=REG,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=all,unroll_times=0,unroll_times=0,folding=0,func=goto,func=inline,func=goto,func=goto,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;LOOP_3=unroll_times=0;LOOP_4=folding=0;FUNC_1=func=goto;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;-100
12741,16,505,6972,4227,5,22452,9725,16,16,16.00,1032,-,1.29ns,-,-,-,-,22,-,-,50,Cyber,array=REG,array=RAM,array=REG,unroll_times=0,folding=1,unroll_times=0,folding=0,func=inline,func=inline,func=inline,func=inline,func=inline,func=inline,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=unroll_times=0;LOOP_4=folding=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=inline;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=goto;50
16403,14,316,10668,3520,0,26511,11770,14,14,14.00,1899,-,1.6ns,-,-,-,-,24,-,-,0,Cyber,array=RAM,array=RAM,array=RAM,unroll_times=0,folding=1,folding=0,unroll_times=0,func=goto,func=inline,func=inline,func=inline,func=inline,func=inline,func=goto,func=inline,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=0;FUNC_1=func=goto;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=inline;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=inline;0
14723,13,523,8952,4049,0,24643,10945,13,13,13.00,1199,-,1.48ns,-,-,-,-,20,-,-,-50,Cyber,array=RAM,array=REG,array=RAM,unroll_times=0,unroll_times=0,unroll_times=all,unroll_times=0,func=goto,func=inline,func=goto,func=inline,func=inline,func=inline,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=0;LOOP_3=unroll_times=all;LOOP_4=unroll_times=0;FUNC_1=func=goto;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=inline;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=goto;-50
14450,13,316,9996,2931,5,22853,10214,13,13,13.00,1202,-,1.495ns,-,-,-,-,20,-,-,-50,Cyber,array=RAM,array=RAM,array=REG,folding=0,folding=1,folding=0,unroll_times=0,func=goto,func=inline,func=inline,func=goto,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=folding=0;LOOP_4=unroll_times=0;FUNC_1=func=goto;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;-50
12845,9,237,7434,4148,5,22178,9656,9,9,9.00,1021,-,1.62ns,-,-,-,-,15,-,-,-100,Cyber,array=EXPAND+array_index=const,array=RAM,array=REG,folding=0,folding=0,folding=0,unroll_times=0,func=inline,func=goto,func=goto,func=goto,func=inline,func=inline,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=inline;FUNC_8=func=goto;-100
11969,15,505,6396,4043,5,21350,9370,15,15,15.00,1020,-,1.29ns,-,-,-,-,18,-,-,50,Cyber,array=LOGIC,array=RAM,array=REG,folding=0,unroll_times=all,unroll_times=all,folding=0,func=inline,func=inline,func=goto,func=inline,func=inline,func=inline,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=REG;LOOP_1=folding=0;LOOP_2=unroll_times=all;LOOP_3=unroll_times=all;LOOP_4=folding=0;FUNC_1=func=inline;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=inline;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=goto;50
12845,9,237,7434,4148,5,22178,9656,9,9,9.00,1021,-,1.62ns,-,-,-,-,15,-,-,-100,Cyber,array=RAM,array=EXPAND+array_index=const,array=REG,folding=0,unroll_times=0,folding=0,unroll_times=0,func=inline,func=goto,func=goto,func=inline,func=inline,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;ARRAY_3=array=REG;LOOP_1=folding=0;LOOP_2=unroll_times=0;LOOP_3=folding=0;LOOP_4=unroll_times=0;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=goto;FUNC_4=func=inline;FUNC_5=func=inline;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;-100
15936,10,930,9228,4537,0,26833,11937,10,10,10.00,1241,-,1.41ns,-,-,-,-,19,-,-,50,Cyber,array=LOGIC,array=RAM,array=RAM,folding=0,folding=0,folding=0,unroll_times=0,func=goto,func=inline,func=goto,func=goto,func=inline,func=inline,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=0;FUNC_1=func=goto;FUNC_2=func=inline;FUNC_3=func=goto;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=inline;FUNC_8=func=goto;50
16290,7,316,9702,5098,0,27365,12019,7,7,7.00,1174,0,1.49ns,-,-,-,-,10,-,-,-100,Cyber,array=EXPAND+array_index=const,array=LOGIC,array=EXPAND+array_index=const,folding=0,folding=1,unroll_times=all,folding=0,func=goto,func=inline,func=inline,func=goto,func=goto,func=goto,func=goto,func=goto,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=LOGIC;ARRAY_3=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=unroll_times=all;LOOP_4=folding=0;FUNC_1=func=goto;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=goto;FUNC_8=func=goto;-100
17113,13,1060,6636,6472,0,32816,14247,13,13,13.00,2945,-,1.58ns,-,-,-,-,16,-,-,50,Cyber,array=LOGIC,array=RAM,array=EXPAND+array_index=const,unroll_times=all,folding=0,folding=0,unroll_times=all,func=inline,func=goto,func=inline,func=goto,func=inline,func=inline,func=goto,func=inline,ATTR=Cyber;ARRAY_1=array=LOGIC;ARRAY_2=array=RAM;ARRAY_3=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=0;LOOP_3=folding=0;LOOP_4=unroll_times=all;FUNC_1=func=inline;FUNC_2=func=goto;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=inline;FUNC_6=func=inline;FUNC_7=func=goto;FUNC_8=func=inline;50
14619,10,523,8172,4712,0,25287,11252,11,11,11.00,1212,-,1.495ns,-,-,-,-,15,-,-,-50,Cyber,array=REG,array=REG,array=RAM,folding=0,folding=1,unroll_times=all,folding=1,func=goto,func=inline,func=inline,func=goto,func=goto,func=goto,func=inline,func=goto,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;ARRAY_3=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;LOOP_3=unroll_times=all;LOOP_4=folding=1;FUNC_1=func=goto;FUNC_2=func=inline;FUNC_3=func=inline;FUNC_4=func=goto;FUNC_5=func=goto;FUNC_6=func=goto;FUNC_7=func=inline;FUNC_8=func=goto;-50
