AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP,FU,ATTR,ARRAY_1,ARRAY_2,LOOP_1,LOOP_2,Attr
3221,2,1207,1566,445,0,4717,2327,2,2,2.00,3,0,3.7367ns,-,-,-,-,10,-,-,-50,Cyber,array=EXPAND+array_index=const,array=REG,unroll_times=5,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;LOOP_1=unroll_times=5;LOOP_2=folding=0;-50
3264,3,1207,1572,479,0,4902,2418,3,3,3.00,6,0,3.6767ns,-,-,-,-,11,-,-,-100,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=5,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;LOOP_1=unroll_times=5;LOOP_2=folding=1;-100
5036,5,2560,1860,604,0,7835,3774,5,5,5.00,12,0,5.225ns,-,-,-,-,9,-,-,-50,Cyber,array=REG,array=REG,unroll_times=5,unroll_times=4,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=unroll_times=5;LOOP_2=unroll_times=4;-50
3276,9,1383,1314,532,0,5487,2689,9,9,9.00,47,-,4.39ns,-,-,-,-,22,-,-,0,Cyber,array=RAM,array=REG,folding=1,unroll_times=4,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=folding=1;LOOP_2=unroll_times=4;0
3634,15,1438,1152,904,0,7148,3222,15,15,15.00,140,-,4.8109ns,-,-,-,-,20,-,-,0,Cyber,array=EXPAND+array_index=const,array=RAM,unroll_times=5,unroll_times=4,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;LOOP_1=unroll_times=5;LOOP_2=unroll_times=4;0
2881,5,1207,1188,437,0,4545,2261,6,6,6.00,49,-,3.6767ns,-,-,-,-,22,-,-,-100,Cyber,array=RAM,array=REG,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=folding=1;LOOP_2=folding=1;-100
3041,4,1213,750,1028,0,5817,2547,5,5,5.00,50,-,3.634ns,-,-,-,-,21,-,-,-100,Cyber,array=EXPAND+array_index=const,array=RAM,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;-100
5936,8,1229,2028,2595,0,11988,4765,8,8,8.00,84,-,3.694ns,-,-,-,-,28,-,-,-100,Cyber,array=EXPAND+array_index=const,array=RAM,unroll_times=4,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;LOOP_1=unroll_times=4;LOOP_2=folding=0;-100
3221,2,1207,1566,445,0,4717,2327,2,2,2.00,3,0,3.7367ns,-,-,-,-,10,-,-,0,Cyber,array=EXPAND+array_index=const,array=REG,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;0
12824,2,10743,1566,512,0,19845,9680,2,2,2.00,3,0,3.7367ns,-,-,-,-,10,-,-,100,Cyber,array=EXPAND+array_index=const,array=REG,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;100
2964,11,1207,1296,437,0,4708,2301,11,11,11.00,24,-,3.694ns,-,-,-,-,27,-,-,0,Cyber,array=REG,array=RAM,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;0
10181,1,10133,48,0,0,15658,7769,1,1,1.00,0,0,4.804ns,-,-,-,-,1,-,-,50,Cyber,array=EXPAND+array_index=const,array=RAM,unroll_times=all,unroll_times=5,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;LOOP_1=unroll_times=all;LOOP_2=unroll_times=5;50
2830,5,1213,1146,439,0,4503,2242,5,5,5.00,32,-,3.6967ns,-,-,-,-,29,-,-,0,Cyber,array=RAM,array=REG,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;0
8054,5,5975,756,1267,0,14035,6429,6,6,6.00,56,-,3.8617ns,-,-,-,-,22,-,-,50,Cyber,array=EXPAND+array_index=const,array=RAM,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;LOOP_1=folding=1;LOOP_2=folding=1;50
12271,12,10148,1392,694,0,19202,9161,12,12,12.00,37,-,4.874ns,-,-,-,-,20,-,-,100,Cyber,array=RAM,array=RAM,folding=0,unroll_times=5,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=folding=0;LOOP_2=unroll_times=5;100
2916,11,1207,1176,494,0,4758,2274,11,11,11.00,39,-,3.7367ns,-,-,-,-,27,-,-,0,Cyber,array=RAM,array=EXPAND+array_index=const,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=0;0
3264,3,1207,1572,479,0,4902,2418,3,3,3.00,6,0,3.6767ns,-,-,-,-,11,-,-,0,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=5,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;LOOP_1=unroll_times=5;LOOP_2=folding=1;0
3940,4,1216,1572,1125,0,6811,2996,4,4,4.00,27,0,3.6967ns,-,-,-,-,20,-,-,0,Cyber,array=EXPAND+array_index=const,array=REG,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;0
2830,5,1213,1146,439,0,4503,2242,5,5,5.00,32,-,3.6967ns,-,-,-,-,29,-,-,-100,Cyber,array=RAM,array=REG,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;-100
2814,11,1207,1176,406,0,4533,2206,11,11,11.00,25,-,3.3568ns,-,-,-,-,27,-,-,100,Cyber,array=RAM,array=RAM,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;100
2814,11,1207,1176,406,0,4533,2206,11,11,11.00,25,-,3.3568ns,-,-,-,-,27,-,-,-50,Cyber,array=RAM,array=RAM,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;-50
12489,11,10743,1032,674,0,20081,9631,11,11,11.00,40,-,3.7368ns,-,-,-,-,27,-,-,100,Cyber,array=EXPAND+array_index=const,array=RAM,unroll_times=5,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;LOOP_1=unroll_times=5;LOOP_2=folding=0;100
5518,15,1512,2160,1725,15,11060,4687,15,15,15.00,106,-,4.039ns,-,-,-,-,19,-,-,-50,Cyber,array=REG,array=RAM,unroll_times=4,unroll_times=5,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=4;LOOP_2=unroll_times=5;-50
3221,2,1207,1566,445,0,4717,2318,2,2,2.00,3,0,3.7367ns,-,-,-,-,10,-,-,100,Cyber,array=REG,array=REG,unroll_times=all,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;100
3726,4,1207,1908,580,0,5652,2735,4,4,4.00,31,-,3.694ns,-,-,-,-,28,-,-,-50,Cyber,array=REG,array=RAM,unroll_times=0,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;-50
1840,4,1213,294,290,0,3243,1677,5,5,5.00,43,-,3.2968ns,-,-,-,-,21,-,-,-100,Cyber,array=RAM,array=RAM,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;-100
3116,11,1207,1416,468,0,4901,2381,11,11,11.00,25,-,3.7367ns,-,-,-,-,27,-,-,-100,Cyber,array=RAM,array=REG,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;-100
3300,5,1207,1578,486,0,5036,2478,5,5,5.00,29,0,3.6767ns,-,-,-,-,21,-,-,-100,Cyber,array=REG,array=REG,folding=1,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=folding=1;LOOP_2=folding=1;-100
7878,11,5975,1176,683,0,12858,6111,11,11,11.00,44,-,4.0117ns,-,-,-,-,27,-,-,50,Cyber,array=RAM,array=EXPAND+array_index=const,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=folding=0;50
2964,11,1207,1296,437,0,4708,2301,11,11,11.00,24,-,3.694ns,-,-,-,-,27,-,-,-100,Cyber,array=REG,array=RAM,unroll_times=5,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=5;LOOP_2=folding=0;-100
4787,8,1229,2076,1386,15,8794,3800,8,8,8.00,81,-,3.694ns,-,-,-,-,28,-,-,-100,Cyber,array=REG,array=RAM,unroll_times=4,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=4;LOOP_2=folding=0;-100
4980,13,1327,2046,1554,0,9312,3954,13,13,13.00,53,-,3.9802ns,-,-,-,-,21,-,-,-100,Cyber,array=EXPAND+array_index=const,array=RAM,unroll_times=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;-100
3221,2,1207,1566,445,0,4717,2318,2,2,2.00,3,0,3.7367ns,-,-,-,-,10,-,-,-50,Cyber,array=REG,array=REG,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;-50
3221,2,1207,1566,445,0,4717,2318,2,2,2.00,3,0,3.7367ns,-,-,-,-,10,-,-,-100,Cyber,array=REG,array=REG,unroll_times=all,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=unroll_times=0;-100
6966,2,5883,930,153,0,10601,5305,2,2,2.00,0,0,5.104ns,-,-,-,-,2,-,-,-50,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=all,unroll_times=5,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=5;-50
3264,3,1207,1572,479,0,4902,2409,3,3,3.00,6,0,3.6767ns,-,-,-,-,11,-,-,-100,Cyber,array=EXPAND+array_index=const,array=REG,unroll_times=all,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;-100
10181,1,10133,48,0,0,15658,7769,1,1,1.00,0,0,4.804ns,-,-,-,-,1,-,-,100,Cyber,array=EXPAND+array_index=const,array=EXPAND+array_index=const,unroll_times=all,unroll_times=5,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=EXPAND+array_index=const;LOOP_1=unroll_times=all;LOOP_2=unroll_times=5;100
2851,11,1207,1194,411,0,4530,2253,12,12,12.00,39,-,3.6767ns,-,-,-,-,20,-,-,50,Cyber,array=RAM,array=REG,unroll_times=all,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;50
10181,1,10133,48,0,0,15658,7769,1,1,1.00,0,0,4.804ns,-,-,-,-,1,-,-,100,Cyber,array=RAM,array=RAM,unroll_times=5,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=5;LOOP_2=unroll_times=all;100
12867,3,10743,1572,546,0,20030,9762,3,3,3.00,6,0,3.6767ns,-,-,-,-,11,-,-,100,Cyber,array=EXPAND+array_index=const,array=REG,unroll_times=5,folding=1,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;LOOP_1=unroll_times=5;LOOP_2=folding=1;100
1840,4,1213,294,290,0,3243,1677,5,5,5.00,43,-,3.2968ns,-,-,-,-,21,-,-,-50,Cyber,array=RAM,array=RAM,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;-50
3940,4,1216,1572,1125,0,6811,2996,4,4,4.00,27,0,3.6967ns,-,-,-,-,20,-,-,-100,Cyber,array=EXPAND+array_index=const,array=REG,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;-100
2830,5,1213,1146,439,0,4503,2242,5,5,5.00,32,-,3.6967ns,-,-,-,-,29,-,-,50,Cyber,array=RAM,array=REG,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=folding=1;LOOP_2=folding=0;50
3217,4,1207,1476,508,0,5017,2448,4,4,4.00,26,-,3.3568ns,-,-,-,-,28,-,-,-100,Cyber,array=RAM,array=RAM,unroll_times=0,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;-100
2814,11,1207,1176,406,0,4533,2206,11,11,11.00,25,-,3.3568ns,-,-,-,-,27,-,-,-100,Cyber,array=RAM,array=RAM,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;-100
2964,11,1207,1296,437,0,4708,2301,11,11,11.00,24,-,3.694ns,-,-,-,-,27,-,-,100,Cyber,array=REG,array=RAM,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=all;LOOP_2=folding=0;100
12631,12,10148,1824,617,0,19462,9363,12,12,12.00,42,-,4.874ns,-,-,-,-,20,-,-,100,Cyber,array=REG,array=RAM,unroll_times=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;100
2373,4,1213,750,362,0,3894,1973,5,5,5.00,48,-,3.634ns,-,-,-,-,21,-,-,-100,Cyber,array=REG,array=RAM,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;-100
4014,12,1494,1614,859,0,7307,3354,12,12,12.00,47,-,3.6991ns,-,-,-,-,20,-,-,0,Cyber,array=RAM,array=RAM,unroll_times=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;0
3116,11,1207,1416,468,0,4901,2381,11,11,11.00,25,-,3.7367ns,-,-,-,-,27,-,-,-50,Cyber,array=RAM,array=REG,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;-50
5894,7,1229,2940,1641,30,10547,4563,7,7,7.00,54,0,3.7367ns,-,-,-,-,19,-,-,-100,Cyber,array=REG,array=REG,unroll_times=4,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=unroll_times=4;LOOP_2=folding=0;-100
13000,12,10148,2256,554,0,19771,9582,12,12,12.00,42,-,4.874ns,-,-,-,-,20,-,-,100,Cyber,array=RAM,array=REG,folding=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=folding=0;LOOP_2=unroll_times=all;100
1840,4,1213,294,290,0,3243,1677,5,5,5.00,43,-,3.2968ns,-,-,-,-,21,-,-,100,Cyber,array=RAM,array=RAM,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;100
1840,4,1213,294,290,0,3243,1677,5,5,5.00,43,-,3.2968ns,-,-,-,-,21,-,-,50,Cyber,array=RAM,array=RAM,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;50
3217,4,1207,1476,508,0,5017,2448,4,4,4.00,26,-,3.3568ns,-,-,-,-,28,-,-,0,Cyber,array=RAM,array=RAM,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=folding=0;LOOP_2=folding=0;0
1789,11,1207,306,237,0,3194,1638,12,12,12.00,39,-,3.2968ns,-,-,-,-,20,-,-,-50,Cyber,array=RAM,array=RAM,unroll_times=5,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=5;LOOP_2=folding=1;-50
2373,4,1213,750,362,0,3894,1973,5,5,5.00,48,-,3.634ns,-,-,-,-,21,-,-,-50,Cyber,array=REG,array=RAM,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;-50
2877,4,1213,1182,434,0,4534,2253,5,5,5.00,48,-,3.6767ns,-,-,-,-,21,-,-,0,Cyber,array=RAM,array=REG,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;0
2373,4,1213,750,362,0,3894,1973,5,5,5.00,48,-,3.634ns,-,-,-,-,21,-,-,0,Cyber,array=REG,array=RAM,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=1;0
3247,8,1229,756,1149,15,6814,2928,9,9,9.00,98,-,3.634ns,-,-,-,-,21,-,-,-100,Cyber,array=REG,array=RAM,unroll_times=4,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=4;LOOP_2=folding=1;-100
2830,5,1213,1146,439,0,4503,2242,5,5,5.00,32,-,3.6967ns,-,-,-,-,29,-,-,50,Cyber,array=RAM,array=REG,folding=1,unroll_times=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=folding=1;LOOP_2=unroll_times=0;50
12867,3,10743,1572,546,0,20030,9762,3,3,3.00,6,0,3.6767ns,-,-,-,-,11,-,-,100,Cyber,array=REG,array=EXPAND+array_index=const,unroll_times=5,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=EXPAND+array_index=const;LOOP_1=unroll_times=5;LOOP_2=folding=1;100
3726,4,1207,1908,580,0,5652,2735,4,4,4.00,31,-,3.694ns,-,-,-,-,28,-,-,-100,Cyber,array=REG,array=RAM,unroll_times=0,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=folding=0;-100
2326,5,1213,714,367,0,3863,1962,5,5,5.00,32,-,3.654ns,-,-,-,-,29,-,-,100,Cyber,array=REG,array=RAM,folding=1,folding=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=folding=1;LOOP_2=folding=0;100
3116,11,1207,1416,468,0,4901,2381,11,11,11.00,25,-,3.7367ns,-,-,-,-,27,-,-,0,Cyber,array=RAM,array=REG,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;0
5894,7,1229,2940,1641,30,10547,4563,7,7,7.00,54,0,3.7367ns,-,-,-,-,19,-,-,-100,Cyber,array=REG,array=REG,unroll_times=4,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=unroll_times=4;LOOP_2=unroll_times=0;-100
8133,2,5975,1566,584,0,12701,6125,2,2,2.00,8,0,4.0117ns,-,-,-,-,10,-,-,50,Cyber,array=EXPAND+array_index=const,array=REG,unroll_times=all,folding=0,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=0;50
2877,4,1213,1182,434,0,4534,2253,5,5,5.00,48,-,3.6767ns,-,-,-,-,21,-,-,100,Cyber,array=RAM,array=REG,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=folding=0;LOOP_2=folding=1;100
2644,8,1245,318,1005,0,5663,2472,9,9,9.00,76,-,3.2968ns,-,-,-,-,21,-,-,0,Cyber,array=RAM,array=RAM,unroll_times=4,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=4;LOOP_2=folding=1;0
3264,3,1207,1572,479,0,4902,2400,3,3,3.00,6,0,3.6767ns,-,-,-,-,11,-,-,-100,Cyber,array=REG,array=REG,unroll_times=all,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=unroll_times=all;LOOP_2=folding=1;-100
5546,4,1207,2340,1966,0,10073,4145,4,4,4.00,33,-,3.7367ns,-,-,-,-,28,-,-,0,Cyber,array=RAM,array=EXPAND+array_index=const,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=EXPAND+array_index=const;LOOP_1=folding=0;LOOP_2=folding=0;0
1840,4,1213,294,290,0,3243,1677,5,5,5.00,43,-,3.2968ns,-,-,-,-,21,-,-,0,Cyber,array=RAM,array=RAM,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;0
3217,4,1207,1476,508,0,5017,2448,4,4,4.00,26,-,3.3568ns,-,-,-,-,28,-,-,-50,Cyber,array=RAM,array=RAM,folding=0,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=folding=0;LOOP_2=folding=0;-50
3265,8,1245,756,1152,15,6854,2951,9,9,9.00,97,-,3.634ns,-,-,-,-,21,-,-,0,Cyber,array=REG,array=RAM,unroll_times=4,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=4;LOOP_2=folding=1;0
12271,12,10148,1392,694,0,19202,9161,12,12,12.00,37,-,4.874ns,-,-,-,-,20,-,-,100,Cyber,array=RAM,array=RAM,unroll_times=0,unroll_times=5,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=5;100
4319,13,1327,2046,888,0,7411,3385,13,13,13.00,58,-,3.9802ns,-,-,-,-,21,-,-,-100,Cyber,array=REG,array=RAM,unroll_times=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;-100
2639,8,1240,318,1005,0,5652,2463,9,9,9.00,76,-,3.2968ns,-,-,-,-,21,-,-,-50,Cyber,array=RAM,array=RAM,unroll_times=4,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=4;LOOP_2=folding=1;-50
1789,11,1207,306,237,0,3194,1638,12,12,12.00,39,-,3.2968ns,-,-,-,-,20,-,-,-100,Cyber,array=RAM,array=RAM,unroll_times=5,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=5;LOOP_2=folding=1;-100
2332,11,1207,762,324,0,3863,1952,12,12,12.00,39,-,3.634ns,-,-,-,-,20,-,-,-100,Cyber,array=REG,array=RAM,unroll_times=5,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=5;LOOP_2=folding=1;-100
3260,8,1240,756,1152,15,6843,2942,9,9,9.00,97,-,3.634ns,-,-,-,-,21,-,-,-50,Cyber,array=REG,array=RAM,unroll_times=4,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=4;LOOP_2=folding=1;-50
2332,11,1207,762,324,0,3863,1952,12,12,12.00,39,-,3.634ns,-,-,-,-,20,-,-,0,Cyber,array=REG,array=RAM,unroll_times=5,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=unroll_times=5;LOOP_2=folding=1;0
5378,8,1245,2508,1530,15,9816,4244,8,8,8.00,80,-,3.7367ns,-,-,-,-,28,-,-,100,Cyber,array=RAM,array=REG,unroll_times=4,folding=0,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=unroll_times=4;LOOP_2=folding=0;100
5912,7,1245,2940,1644,30,10587,4586,7,7,7.00,53,0,3.7367ns,-,-,-,-,19,-,-,50,Cyber,array=REG,array=REG,unroll_times=4,unroll_times=0,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=unroll_times=4;LOOP_2=unroll_times=0;50
8966,12,5898,2316,709,0,14151,6807,12,12,12.00,43,-,5.204ns,-,-,-,-,20,-,-,50,Cyber,array=RAM,array=REG,unroll_times=0,unroll_times=5,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=REG;LOOP_1=unroll_times=0;LOOP_2=unroll_times=5;50
3831,13,1327,1614,837,0,6823,3119,13,13,13.00,53,-,3.7741ns,-,-,-,-,21,-,-,-100,Cyber,array=RAM,array=RAM,unroll_times=0,unroll_times=all,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=unroll_times=0;LOOP_2=unroll_times=all;-100
2373,4,1213,750,362,0,3894,1973,5,5,5.00,48,-,3.634ns,-,-,-,-,21,-,-,0,Cyber,array=REG,array=RAM,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;0
1840,4,1213,294,290,0,3243,1677,5,5,5.00,43,-,3.2968ns,-,-,-,-,21,-,-,-100,Cyber,array=RAM,array=RAM,folding=0,folding=1,ATTR=Cyber;ARRAY_1=array=RAM;ARRAY_2=array=RAM;LOOP_1=folding=0;LOOP_2=folding=1;-100
3295,4,1213,1572,483,0,5023,2469,4,4,4.00,27,0,3.6767ns,-,-,-,-,20,-,-,0,Cyber,array=REG,array=REG,unroll_times=0,folding=1,ATTR=Cyber;ARRAY_1=array=REG;ARRAY_2=array=REG;LOOP_1=unroll_times=0;LOOP_2=folding=1;0
